City_ID,City,Country,Lat,Lng,Max Temp(F),Humidity(%),Cloudiness(%),Wind Speed(mph),Current Description
344,Okha,RU,53.5739,142.9478,32.47,90,74,6.8,broken clouds
345,Cayenne,GF,4.9333,-52.3333,76.08,1,75,10.36,heavy intensity rain
346,Cocobeach,GA,1.0002,9.5823,77.32,90,100,5.64,light rain
347,Araouane,ML,18.9048,-3.5265,102.15,7,50,9.01,scattered clouds
348,Callaguip,PH,18.0714,120.4867,78.6,84,100,11.5,overcast clouds
349,Ixtapa,MX,20.7,-105.2,81.63,61,0,8.05,clear sky
350,Martil,MA,35.6166,-5.2752,69.15,88,100,4.0,overcast clouds
351,Tazovskiy,RU,67.4667,78.7,37.74,96,100,9.42,moderate rain
352,Pampa,US,35.5362,-100.9599,66.24,37,0,14.97,clear sky
353,Krutinka,RU,56.0055,71.5113,44.58,65,80,9.42,broken clouds
354,Arman,RU,59.7,150.1667,34.02,99,100,8.3,snow
355,Kidal,ML,18.4411,1.4078,98.82,14,76,9.15,broken clouds
356,Egvekinot,RU,66.3167,-179.1667,32.49,85,84,3.29,broken clouds
357,Olafsvik,IS,64.8945,-23.7142,50.38,75,99,8.68,overcast clouds
358,Sarangani,PH,5.4033,125.4636,83.44,75,89,11.83,overcast clouds
359,Xining,CN,36.6167,101.7667,51.67,76,100,1.95,overcast clouds
360,Okhotsk,RU,59.3833,143.3,33.8,95,99,3.47,overcast clouds
361,Eydhafushi,MV,5.1033,73.0708,82.94,78,29,13.49,scattered clouds
362,Solikamsk,RU,59.6196,56.7729,35.29,90,91,4.99,overcast clouds
363,Teguise,ES,29.0605,-13.564,70.02,60,20,20.71,few clouds
364,Ponta Do Sol,PT,32.6667,-17.1,71.01,79,46,0.81,scattered clouds
365,Mareeba,AU,-17.0,145.4333,69.44,92,13,2.64,few clouds
366,Santa Cruz,BO,-17.8,-63.1667,76.51,28,14,12.03,few clouds
367,Necochea,AR,-38.5473,-58.7368,60.73,44,87,13.13,overcast clouds
368,Hattiesburg,US,31.3271,-89.2903,89.92,53,40,12.66,scattered clouds
369,Sugod,PH,12.987,124.0805,80.15,84,98,5.37,overcast clouds
370,San Cristobal,VE,7.7669,-72.225,80.78,42,78,9.84,broken clouds
371,Leningradskiy,RU,69.3833,178.4167,30.83,92,47,5.01,scattered clouds
372,Nome,US,64.5011,-165.4064,59.16,49,15,13.09,few clouds
373,Karatsu,JP,33.4425,129.9697,62.49,31,100,4.79,overcast clouds
374,Pangkalanbuun,ID,-2.6833,111.6167,73.63,98,100,2.1,light rain
375,Celestun,MX,20.8667,-90.4,91.04,56,67,6.49,broken clouds
376,Huntsville,US,34.7304,-86.5861,88.9,58,37,13.0,scattered clouds
377,Maunabo,PR,18.0072,-65.8993,90.28,75,39,11.14,scattered clouds
378,Geraldton,AU,-28.7667,114.6,55.81,94,1,11.5,clear sky
379,Cruzeiro Do Sul,BR,-29.5128,-51.9853,66.52,60,0,1.7,clear sky
380,Manaure,CO,11.7751,-72.4445,90.0,51,5,20.15,clear sky
381,Svetlogorsk,BY,52.6333,29.7333,59.63,84,99,3.42,overcast clouds
382,Dubbo,AU,-32.25,148.6167,50.13,93,40,9.22,scattered clouds
383,Manta,EC,-0.95,-80.7333,80.38,78,75,8.05,broken clouds
384,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,80.47,15,5,7.0,clear sky
385,Nantucket,US,41.2835,-70.0995,62.74,93,100,8.05,overcast clouds
386,Curatele,RO,46.7,22.4167,61.07,68,61,4.99,broken clouds
387,Ridgecrest,US,35.6225,-117.6709,82.02,12,40,13.8,dust
388,Balad,IQ,34.0164,44.1453,86.45,14,100,12.57,overcast clouds
389,Tainan,TW,22.9908,120.2133,77.88,76,96,6.51,overcast clouds
390,Marrakesh,MA,31.6315,-8.0083,86.07,45,75,19.57,broken clouds
391,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,81.91,17,89,4.25,overcast clouds
392,Watertown,US,42.3709,-71.1828,79.7,61,0,8.05,clear sky
393,Pinega,RU,64.7001,43.3936,32.58,65,85,6.02,overcast clouds
394,Kotelnikovo,RU,47.6317,43.1461,54.61,79,69,9.19,broken clouds
395,Cary,US,35.7915,-78.7811,94.78,52,40,14.97,scattered clouds
396,Odweyne,SO,9.4092,45.064,86.29,28,76,11.39,broken clouds
397,Uvat,RU,59.1433,68.8953,43.36,63,67,12.08,broken clouds
398,Pasni,PK,25.2631,63.471,82.92,87,0,8.99,clear sky
399,College,US,64.8569,-147.8028,58.08,48,20,1.99,few clouds
400,Calafell,ES,41.2,1.5683,88.41,61,99,1.01,overcast clouds
401,Jishou,CN,28.3167,109.7167,60.75,94,79,0.72,broken clouds
402,Tadine,NC,-21.55,167.8833,74.71,90,100,20.47,light rain
403,Campina Verde,BR,-19.5356,-49.4864,71.92,29,0,3.56,clear sky
404,La Ronge,CA,55.1001,-105.2842,42.24,38,100,13.65,overcast clouds
405,Marawi,PH,7.9986,124.2928,69.08,95,72,2.13,broken clouds
406,Brownsville,US,25.9018,-97.4975,93.2,66,75,27.63,broken clouds
407,Norton,ZW,-17.8833,30.7,65.71,50,74,6.76,broken clouds
408,Beloha,MG,-25.1667,45.05,70.43,60,3,6.6,clear sky
409,Khabary,RU,53.6259,79.5345,59.77,57,87,7.4,overcast clouds
410,Naze,JP,28.3667,129.4833,71.24,93,100,18.21,overcast clouds
411,Kerouane,GN,9.2667,-9.0167,79.63,71,83,6.31,light rain
412,Vilyuysk,RU,63.7553,121.6247,40.91,71,34,2.93,scattered clouds
413,Ziro,IN,27.6333,93.8333,53.1,98,100,1.68,overcast clouds
414,Barra Dos Coqueiros,BR,-10.9089,-37.0386,78.82,73,75,6.91,broken clouds
415,Ravar,IR,31.2656,56.8055,82.24,11,0,3.49,clear sky
416,Estacion Coahuila,MX,32.1939,-115.0017,86.36,29,0,4.63,clear sky
417,Moyo,UG,3.6609,31.7247,69.87,75,94,3.18,overcast clouds
418,Bata,GQ,1.8639,9.7658,77.67,89,100,7.99,light rain
419,Zyryanka,RU,65.75,150.85,42.24,73,21,9.89,few clouds
420,Remedios,CU,22.4947,-79.5458,90.52,58,99,10.2,overcast clouds
421,Kavieng,PG,-2.5744,150.7967,81.07,80,33,10.96,light rain
422,Arcachon,FR,44.5875,-1.0519,76.41,68,0,8.05,clear sky
423,Muncar,ID,-8.4333,114.3333,77.22,91,83,0.58,broken clouds
424,Riyadh,SA,24.6877,46.7219,96.94,8,0,6.44,clear sky
425,Punta Alta,AR,-38.8759,-62.0736,59.09,43,100,11.81,overcast clouds
426,Meadow Lake,US,34.8014,-106.5436,83.84,10,29,16.49,scattered clouds
427,Lashio,MM,22.9333,97.75,68.95,95,79,1.41,broken clouds
428,Kloulklubed,PW,7.0419,134.2556,73.9,76,90,11.92,overcast clouds
429,Tessalit,ML,20.1986,1.0114,100.27,7,13,3.56,few clouds
430,Porto Novo,BJ,6.4965,2.6036,80.44,81,90,7.38,moderate rain
431,Winnemucca,US,40.973,-117.7357,48.25,34,0,11.5,clear sky
432,San Carlos,VE,9.6612,-68.5827,92.86,36,42,6.46,scattered clouds
433,Mahibadhoo,MV,3.7833,72.9667,83.23,77,21,12.39,few clouds
434,Zanjan,IR,36.6736,48.4787,63.93,26,1,11.86,clear sky
435,Saldanha,ZA,-33.0117,17.9442,59.16,73,9,19.17,clear sky
436,Kushmurun,KZ,52.4503,64.6311,56.41,74,91,9.24,light rain
437,Salinas,US,36.6777,-121.6555,72.99,50,0,10.36,haze
438,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,23.02,few clouds
439,Mahajanga,MG,-15.7167,46.3167,80.62,61,40,8.05,scattered clouds
440,Alto Araguaia,BR,-17.3147,-53.2153,72.81,30,0,2.35,clear sky
441,Omboue,GA,-1.5746,9.2618,76.21,90,100,5.61,overcast clouds
442,Itarema,BR,-2.9248,-39.9167,83.43,73,96,7.85,overcast clouds
443,Oktyabrskiy,RU,54.4815,53.471,42.19,94,100,4.92,overcast clouds
444,Takoradi,GH,4.8845,-1.7554,79.93,82,100,12.33,light rain
445,Elko,US,41.0002,-115.5012,48.22,36,3,8.01,clear sky
446,Cherskiy,RU,68.75,161.3,46.94,66,4,13.22,clear sky
447,Ocos,GT,14.5094,-92.1933,89.78,65,100,8.79,overcast clouds
448,Rosarito,MX,32.3333,-117.0333,67.41,73,99,15.9,overcast clouds
449,Akyab,MM,20.15,92.9,83.97,78,98,1.66,overcast clouds
450,Hofn,IS,64.2539,-15.2082,47.57,96,100,9.71,overcast clouds
451,Zabol,AF,32.25,67.25,69.69,17,0,8.95,clear sky
452,Labuan,MY,5.2767,115.2417,79.99,77,100,4.99,overcast clouds
453,Xinqing,CN,48.2333,129.5,49.71,97,100,3.09,overcast clouds
454,Yankton,US,42.8711,-97.3973,60.12,47,0,25.32,clear sky
455,Yarmouth,US,41.7057,-70.2286,71.15,83,75,8.05,broken clouds
456,Kyra,RU,49.5776,111.9753,55.89,44,51,6.17,broken clouds
457,Touros,BR,-5.1989,-35.4608,84.51,66,49,8.55,scattered clouds
458,Omsukchan,RU,62.5333,155.8,30.63,98,97,5.37,overcast clouds
459,Arinos,BR,-15.9169,-46.1056,79.65,19,87,1.14,overcast clouds
460,Jizan,SA,17.3333,42.6667,85.62,64,75,1.1,broken clouds
461,Ewa Beach,US,21.3156,-158.0072,78.1,97,75,5.75,moderate rain
462,Santander,ES,43.4647,-3.8044,67.3,87,100,3.44,overcast clouds
463,Mustafakemalpasa,TR,40.0353,28.4117,54.77,69,0,1.92,clear sky
464,Barentu,ER,15.1139,37.5928,90.3,14,40,9.35,scattered clouds
465,Yiyang,CN,28.5892,112.3283,62.29,91,76,0.47,broken clouds
466,Sivaki,RU,52.6333,126.75,44.31,86,78,8.61,broken clouds
467,Kieta,PG,-6.2167,155.6333,78.39,85,12,2.84,light rain
468,Anchorage,US,61.2181,-149.9003,61.09,49,0,5.75,clear sky
469,Cravo Norte,CO,6.3017,-70.2041,83.84,66,91,2.35,overcast clouds
470,Laguna,US,38.421,-121.4238,73.09,22,0,27.63,clear sky
471,Berlevag,NO,70.8578,29.0864,39.2,70,75,13.8,broken clouds
472,Port Keats,AU,-14.25,129.55,74.89,56,1,6.33,clear sky
473,Gunnaur,IN,28.25,78.4333,97.95,13,22,5.21,few clouds
474,Ambilobe,MG,-13.2,49.05,73.17,79,91,5.17,overcast clouds
475,Fairbanks,US,64.8378,-147.7164,58.08,47,20,1.01,few clouds
476,Meulaboh,ID,4.1363,96.1285,77.85,86,92,2.53,overcast clouds
477,Horsham,GB,51.064,-0.3272,62.02,78,40,12.66,scattered clouds
478,Barahona,DO,18.2085,-71.1008,89.42,66,20,11.5,few clouds
479,Caravelas,BR,-17.7125,-39.2481,74.23,52,21,6.71,few clouds
480,Paita,PE,-5.0892,-81.1144,73.06,70,69,15.57,broken clouds
481,Moose Factory,CA,51.2585,-80.6094,55.38,94,100,13.8,overcast clouds
482,Lianzhou,CN,24.7811,112.3825,64.98,95,80,3.31,broken clouds
483,Tungi,BD,23.89,90.4058,86.0,70,75,11.5,haze
484,Veere,NL,51.5483,3.6667,58.01,86,40,25.32,scattered clouds
485,Upata,VE,8.0086,-62.3989,93.16,33,15,7.96,few clouds
486,Burns Lake,CA,54.2331,-125.7533,55.17,34,12,1.95,few clouds
487,Oum Hadjer,TD,13.2954,19.6966,98.62,9,64,4.68,broken clouds
488,Shingu,JP,33.7333,135.9833,64.27,72,100,4.81,light rain
489,Karavayevo,RU,55.2961,37.9622,52.05,44,0,6.71,clear sky
490,Kibala,TD,9.1104,18.3463,86.29,51,21,12.06,few clouds
491,Toora-Khem,RU,52.4675,96.11,51.31,93,99,3.09,overcast clouds
492,Ledyard,US,41.4398,-72.0142,74.05,76,20,9.22,few clouds
493,Mlonggo,ID,-6.5333,110.7,78.49,85,100,5.06,overcast clouds
494,Moindou,NC,-21.6924,165.677,75.07,87,52,9.8,broken clouds
495,Sal Rei,CV,16.1833,-22.9167,75.4,69,75,20.71,broken clouds
496,Aguimes,ES,27.9054,-15.4461,72.23,60,40,25.32,scattered clouds
497,Bereda,ES,43.2686,-7.5406,68.41,67,30,7.16,scattered clouds
498,Semey,KZ,50.4111,80.2275,65.73,31,13,7.02,few clouds
499,Trinidad,BO,-14.8333,-64.9,78.84,26,70,2.19,broken clouds
500,Koson,UZ,39.0375,65.585,77.32,40,12,5.03,few clouds
501,Esna,EG,25.2934,32.554,91.71,10,8,12.48,clear sky
502,Talakan,RU,50.3167,130.3667,48.04,98,100,1.25,overcast clouds
503,Saint-Pierre,RE,-21.3393,55.4781,75.9,64,40,5.75,scattered clouds
504,Dicabisagan,PH,17.0818,122.4157,78.91,88,100,7.4,overcast clouds
505,Astorga,BR,-23.2325,-51.6656,63.3,48,0,4.83,clear sky
506,Martapura,ID,-3.4167,114.85,75.29,100,100,2.3,overcast clouds
507,Hobyo,SO,5.3505,48.5268,80.17,82,82,26.04,broken clouds
508,Baruun-Urt,MN,46.6806,113.2792,60.3,38,64,0.76,broken clouds
509,Novyy Urengoy,RU,66.0833,76.6333,43.23,78,100,10.76,light rain
510,Constantine,DZ,36.365,6.6147,81.81,39,40,14.97,scattered clouds
511,Salalah,OM,17.0151,54.0924,84.29,84,75,5.75,broken clouds
512,Rocha,UY,-34.4833,-54.3333,63.54,45,4,8.75,clear sky
513,Umba,RU,66.6871,34.3429,38.16,70,100,4.74,overcast clouds
514,Simpang,ID,-1.2667,104.0833,75.36,94,76,0.67,broken clouds
515,Itaituba,BR,-4.2761,-55.9836,89.06,45,82,1.72,broken clouds
516,Vama,RO,47.5667,25.6833,61.16,72,98,6.08,overcast clouds
517,Kamenka,RU,51.3223,42.7678,42.42,72,70,8.03,broken clouds
518,Berdigestyakh,RU,62.0989,126.6992,34.99,92,0,4.61,clear sky
519,Korla,CN,41.7597,86.1469,76.87,25,99,9.89,overcast clouds
520,Luba,GQ,3.4568,8.5547,80.55,84,99,11.43,overcast clouds
521,Faya,SA,18.3851,42.4509,75.72,17,2,7.61,clear sky
522,Capinopolis,BR,-18.6819,-49.5697,72.41,27,0,2.39,clear sky
523,Palmer,US,42.1584,-72.3287,79.14,53,22,3.0,few clouds
524,Mackenzie,CA,55.2999,-123.1698,51.91,28,49,8.12,scattered clouds
525,California City,US,35.1258,-117.9859,80.94,17,33,21.85,scattered clouds
526,Zhigansk,RU,66.7697,123.3711,30.9,97,58,6.67,broken clouds
527,Danville,US,36.586,-79.395,92.34,50,0,11.5,clear sky
528,Gboko,NG,7.3179,8.9951,79.66,64,100,4.56,overcast clouds
529,Pouembout,NC,-21.1333,164.9,72.93,92,7,5.91,clear sky
530,Kikwit,CD,-5.041,18.8162,74.48,88,100,2.37,overcast clouds
531,Saint-Francois,FR,46.4154,3.9054,81.84,42,93,12.66,overcast clouds
532,Balykshi,KZ,47.0667,51.8667,51.8,93,75,11.18,mist
533,Shenjiamen,CN,29.9576,122.298,63.28,97,100,5.28,overcast clouds
534,Ryki,PL,51.6257,21.9327,65.37,80,47,6.98,scattered clouds
535,Luanda,AO,-8.8368,13.2343,73.94,86,63,11.63,broken clouds
536,Burgeo,CA,47.6167,-57.6152,53.35,56,100,7.94,overcast clouds
537,Erdenet,MN,49.0333,104.0833,59.29,37,31,1.01,scattered clouds
538,Namatanai,PG,-3.6667,152.4333,78.48,82,32,5.48,light rain
539,Kyshtovka,RU,56.555,76.6271,47.41,86,61,8.66,broken clouds
540,Seddon,AU,-37.8068,144.8916,47.3,92,0,6.91,clear sky
541,Umm Lajj,SA,25.0213,37.2685,82.67,59,0,9.55,clear sky
542,Ensley,US,30.5188,-87.2728,85.55,85,20,13.8,thunderstorm
543,Sao Filipe,CV,14.8961,-24.4956,75.02,71,38,13.47,scattered clouds
544,Talcahuano,CL,-36.7167,-73.1167,58.68,77,40,11.5,scattered clouds
545,Uray,RU,60.1247,64.7758,38.79,97,100,11.95,overcast clouds
546,Qandala,SO,11.472,49.8728,87.48,49,13,1.74,few clouds
547,Antofagasta,CL,-23.65,-70.4,60.08,61,26,8.19,scattered clouds
548,Khani,GE,41.9563,42.9566,44.17,99,92,2.51,overcast clouds
549,Eyl,SO,7.9803,49.8164,81.84,76,64,21.47,broken clouds
550,Bardiyah,LY,31.7561,25.0865,65.25,57,0,17.96,clear sky
551,Turbat,PK,26.0023,63.044,92.68,45,0,4.16,clear sky
552,Katangli,RU,51.7102,143.2326,32.2,93,100,8.19,snow
553,Quang Ngai,VN,15.1167,108.8,76.68,93,100,4.83,overcast clouds
554,Tolaga Bay,NZ,-38.3667,178.3,49.86,66,3,13.15,clear sky
555,Porterville,US,36.0652,-119.0168,72.72,28,0,4.94,clear sky
556,Quatre Cocos,MU,-20.2078,57.7625,76.08,72,19,15.9,few clouds
557,Pussi,EE,59.36,27.0497,46.51,76,100,4.68,light rain
558,Yeppoon,AU,-23.1333,150.7333,62.38,92,100,24.29,overcast clouds
559,Obo,CF,5.3998,26.4869,67.95,95,86,1.9,light rain
560,North Bend,US,43.4065,-124.2243,58.91,74,40,16.11,scattered clouds
561,Pascagoula,US,30.3658,-88.5561,89.42,69,75,8.05,broken clouds
562,Gondar,ET,12.6,37.4667,70.29,41,86,4.05,overcast clouds
563,Emilio Carranza,MX,19.9711,-96.6114,89.94,58,8,11.14,clear sky
564,Humaita,BR,-7.5061,-63.0208,86.88,40,72,1.66,broken clouds
565,Benalla,AU,-36.55,145.9833,35.35,70,31,4.9,scattered clouds
566,Kununurra,AU,-15.7667,128.7333,80.58,36,0,9.22,clear sky
567,Mercedes,AR,-34.6515,-59.4307,66.85,35,29,12.44,scattered clouds
568,Lakes Entrance,AU,-37.8811,147.981,38.16,89,4,3.33,clear sky
569,Careiro Da Varzea,BR,-3.2003,-59.8119,83.03,65,98,2.93,overcast clouds
570,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,52,29,10.89,scattered clouds
571,Cefalu,IT,38.0386,14.0229,70.54,68,0,1.01,clear sky
572,Kainantu,PG,-6.2887,145.8655,58.6,97,77,1.5,broken clouds
573,Loandjili,CG,-4.7561,11.8578,77.27,82,71,11.56,broken clouds
574,Ulaangom,MN,49.9811,92.0667,56.97,51,20,2.95,few clouds
575,Keflavik,IS,64.0049,-22.5624,54.03,76,75,8.05,broken clouds
576,Sidi Ali,DZ,36.0998,0.4206,89.83,25,15,13.62,few clouds
577,Yamada,JP,39.4667,141.95,57.74,62,100,5.06,overcast clouds
578,Sembe,CG,1.6481,14.5806,72.37,99,98,6.02,heavy intensity rain
579,The Valley,AI,18.217,-63.0578,87.66,70,20,14.97,few clouds
580,Bentiu,SS,9.2333,29.8333,80.62,63,97,1.95,light rain
581,Lahaina,US,20.8783,-156.6825,82.4,82,74,4.29,broken clouds
582,Sur,OM,22.5667,59.5289,92.39,42,0,10.4,clear sky
583,Tanda,IN,26.55,82.65,89.31,36,25,11.97,scattered clouds
584,Correntina,BR,-13.3433,-44.6367,85.95,21,74,3.76,broken clouds
585,Pipri,IN,19.8,75.5333,85.21,48,92,17.22,overcast clouds
586,Pinerolo,IT,44.8833,7.35,80.29,60,84,2.95,broken clouds
587,Brufut,GM,13.3814,-16.7518,84.29,61,0,8.05,clear sky
588,Dangara,IN,29.6799,75.8931,97.83,10,44,5.08,scattered clouds
589,Wanning,CN,18.8003,110.3967,76.77,90,76,0.34,broken clouds
590,Santa Maria,BR,-29.6842,-53.8069,62.58,56,0,4.32,clear sky
591,Nemuro,JP,43.3236,145.575,46.54,93,15,4.07,few clouds
592,Altay,CN,47.8667,88.1167,59.85,55,5,6.44,clear sky
593,Evensk,RU,61.95,159.2333,37.27,96,100,9.75,overcast clouds
594,Deputatskiy,RU,69.3,139.9,25.86,98,100,1.43,overcast clouds
595,Kamenz,DE,51.268,14.0937,73.69,77,85,6.31,light rain
596,Sungairaya,ID,0.7,108.9,79.03,84,92,0.16,overcast clouds
597,Launceston,AU,-41.45,147.1667,44.15,94,100,3.44,overcast clouds
598,Kabo,CF,7.6994,18.629,75.69,84,99,7.18,overcast clouds
599,Hualmay,PE,-11.0964,-77.6139,69.33,79,67,9.71,broken clouds
600,Saint Augustine,US,29.8947,-81.3145,93.06,46,0,11.5,clear sky
601,Ola,RU,59.5833,151.2833,34.14,97,100,19.35,snow
602,Skjervoy,NO,70.0311,20.9714,46.4,87,37,5.7,scattered clouds
603,Yaan,NG,7.3833,8.5667,80.22,62,98,3.91,overcast clouds
604,Alenquer,BR,-1.9417,-54.7383,73.47,94,100,4.16,moderate rain
605,Sivas,TR,39.7916,37.0019,38.03,80,0,2.3,clear sky
606,Beinamar,TD,8.6698,15.3813,83.52,59,35,6.13,scattered clouds
607,Andra,RU,62.5147,65.8878,32.38,98,100,16.37,snow
608,Peterhead,GB,57.5058,-1.7981,61.45,77,100,14.97,overcast clouds
609,Asyut,EG,27.181,31.1837,89.69,16,91,15.66,overcast clouds
610,Dickinson,US,29.4608,-95.0513,94.01,68,40,24.16,scattered clouds
611,Zlitan,LY,32.4674,14.5687,66.7,64,0,12.59,clear sky
612,Kaabong,UG,3.4836,34.1492,72.28,51,93,10.63,overcast clouds
613,Tottori,JP,35.5,134.2333,63.16,65,100,5.75,overcast clouds
614,Byron Bay,AU,-28.65,153.6167,60.71,84,100,15.14,moderate rain
615,Navolato,MX,24.7672,-107.6944,87.64,32,0,12.35,clear sky
616,Never,FR,46.9896,3.159,73.15,88,92,9.71,overcast clouds
617,Kindu,CD,-2.95,25.95,73.81,84,90,1.66,overcast clouds
618,Calama,CL,-22.4667,-68.9333,72.09,12,0,10.36,clear sky
619,Sapatgram,IN,26.3334,90.109,72.34,92,7,11.72,clear sky
620,Mount Gambier,AU,-37.8333,140.7667,43.2,92,14,5.77,few clouds
621,Anadyr,RU,64.75,177.4833,32.0,94,100,1.86,overcast clouds
622,Port Alberni,CA,49.2413,-124.8028,60.8,65,3,1.99,clear sky
623,Karasuyama,JP,36.65,140.15,60.8,92,100,3.8,light rain
624,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,44,0,8.05,clear sky
625,Port Hardy,CA,50.6996,-127.4199,51.8,81,100,5.75,overcast clouds
626,Lar,IN,26.2039,83.9717,85.68,59,36,18.32,scattered clouds
627,Wilmington,US,34.2257,-77.9447,93.97,51,0,12.66,clear sky
628,Majene,ID,-3.5403,118.9707,77.23,83,100,6.73,overcast clouds
629,Chegutu,ZW,-18.1302,30.1407,65.75,49,42,5.37,scattered clouds
630,Sirjan,IR,29.452,55.6814,79.66,10,0,5.57,clear sky
631,Banes,CU,20.9625,-75.7186,86.74,64,96,9.8,overcast clouds
632,Lata,PT,40.1629,-8.3327,82.92,43,100,3.8,overcast clouds
633,Devonport,AU,-41.1667,146.35,48.02,87,37,5.75,scattered clouds
634,Nordhorn,DE,52.4333,7.0833,59.16,90,97,20.89,overcast clouds
635,Maple Creek,CA,49.9168,-109.4848,44.65,49,79,18.41,broken clouds
636,Savelugu,GH,9.6244,-0.8253,91.78,43,88,7.65,overcast clouds
637,Pueblo,US,38.2545,-104.6091,51.84,56,100,8.05,overcast clouds
638,Mecca,SA,21.4267,39.8261,93.29,20,2,5.91,clear sky
639,Morros,BR,-9.4467,-46.3003,86.2,29,95,5.97,overcast clouds
640,Yumen,CN,40.2833,97.2,66.88,20,8,10.0,clear sky
641,Abnub,EG,27.2696,31.1511,89.98,16,100,16.24,overcast clouds
642,Aksu,CN,41.1231,80.2644,78.84,22,100,5.28,overcast clouds
643,Saveh,IR,35.0213,50.3566,81.37,14,61,11.43,broken clouds
644,Saint-Augustin,CA,51.226,-58.6502,60.44,41,78,11.56,broken clouds
645,Tura,IN,25.5198,90.2201,71.17,98,5,0.4,clear sky
646,Sika,GM,13.3546,-16.345,84.34,51,27,15.5,scattered clouds
647,Fernie,CA,49.5,-115.0687,44.69,78,100,3.0,overcast clouds
648,Bubaque,GW,11.2833,-15.8333,79.14,79,36,18.59,scattered clouds
649,Bedele,ET,8.456,36.353,62.2,66,91,5.17,overcast clouds
650,Ashta,IN,23.0167,76.7167,95.56,20,4,14.94,clear sky
651,Sumenep,ID,-7.0167,113.8667,79.34,82,99,5.39,overcast clouds
652,Valenca Do Piaui,BR,-6.4075,-41.7456,75.18,92,96,3.6,heavy intensity rain
653,Keti Bandar,PK,24.1447,67.4497,82.38,86,0,18.68,clear sky
654,Ayan,RU,56.45,138.1667,32.63,99,100,10.92,snow
655,Ayagoz,KZ,47.9714,80.4392,60.91,53,3,13.56,clear sky
656,Kuusamo,FI,65.9667,29.1833,48.24,43,0,5.75,clear sky
657,Balud,PH,10.1476,123.6953,80.64,81,100,5.21,overcast clouds
658,Kologriv,RU,58.8275,44.3178,36.28,77,75,6.24,broken clouds
659,Madera,US,37.1666,-119.8343,78.51,27,1,1.01,clear sky
660,Itupeva,BR,-23.1531,-47.0578,65.93,39,40,4.61,scattered clouds
661,Bozeman,US,45.6796,-111.0386,42.22,86,100,16.11,overcast clouds
662,Sorong,ID,-0.8833,131.25,78.06,85,61,5.97,broken clouds
663,Cam Ranh,VN,11.9214,109.1591,80.56,83,40,3.44,scattered clouds
664,Consuelo,PH,10.6348,124.301,83.5,74,100,6.91,overcast clouds
665,Chimoio,MZ,-19.1164,33.4833,69.66,94,20,1.99,few clouds
666,Toyooka,JP,35.5333,134.8333,61.59,68,100,4.63,moderate rain
667,Marfino,RU,55.7028,37.3822,52.05,37,0,4.47,clear sky
668,Bontang,ID,0.1333,117.5,77.52,89,95,5.17,overcast clouds
669,Huarmey,PE,-10.0681,-78.1522,70.41,78,57,10.38,broken clouds
670,Thinadhoo,MV,0.5333,72.9333,83.57,73,55,10.67,broken clouds
671,Lamu,KE,-2.2717,40.902,80.82,84,97,9.95,overcast clouds
672,Varhaug,NO,58.6147,5.6457,57.85,76,100,1.14,light rain
673,Tamiahua,MX,21.2667,-97.45,95.13,49,15,10.27,few clouds
674,Rapid Valley,US,44.0625,-103.1463,47.62,55,100,34.52,overcast clouds
675,Kalmunai,LK,7.4167,81.8167,82.96,71,78,3.96,broken clouds
676,Hachinohe,JP,40.5,141.5,54.09,66,53,6.51,broken clouds
677,Abonnema,NG,4.7084,6.7931,79.83,81,91,8.55,overcast clouds
678,Curumani,CO,9.1999,-73.5427,92.35,51,63,4.99,broken clouds
679,Vostok,RU,46.4856,135.8833,46.4,81,61,5.66,broken clouds
680,Glendive,US,47.1053,-104.7125,42.49,77,100,21.85,overcast clouds
681,Marquette,US,46.5333,-87.6335,58.44,95,100,7.92,overcast clouds
682,Nuuk,GL,64.1835,-51.7216,32.61,93,100,4.61,mist
683,Placerville,US,38.7296,-120.7986,72.52,24,0,11.5,clear sky
684,Wageningen,NL,51.9667,5.6667,59.04,93,75,9.22,broken clouds
685,Moerai,PF,-22.4333,-151.3333,76.82,70,7,5.88,clear sky
686,Barabai,ID,-2.5833,115.3833,75.0,99,100,0.83,overcast clouds
687,Beya,RU,53.0533,90.9139,56.14,74,64,6.46,broken clouds
688,Najran,SA,17.4924,44.1277,83.05,11,39,6.4,scattered clouds
689,Independence,US,39.0911,-94.4155,68.09,66,75,10.36,broken clouds
690,Margate,GB,51.3813,1.3862,58.69,79,63,1.99,broken clouds
691,Muscat,OM,23.6139,58.5922,95.02,37,2,7.7,clear sky
692,Gyanpur,IN,25.35,82.4667,89.55,28,53,15.84,broken clouds
693,Marion,US,39.7684,-86.1555,86.58,53,40,24.16,scattered clouds
694,Tam Ky,VN,15.5667,108.4833,75.9,95,100,6.15,overcast clouds
695,Gatton,AU,-27.55,152.2833,59.94,97,100,5.91,light rain
696,Oriximina,BR,-1.7656,-55.8661,75.09,92,100,3.78,overcast clouds
697,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,73,20,3.53,few clouds
698,Magugu,TZ,-4.0167,35.7667,67.78,54,91,5.03,overcast clouds
